revs,Preprocessed_Text,Sentiment_Scores
Dhiren the store manager went above and beyond to ensure I had a smooth change over from my old phone to new phone. Saved me money and got me a much better phone. Not pushy at all and would highly recommend. Great bunch of lads,"['dhiren', 'the', 'store', 'manager', 'went', 'above', 'and', 'beyond', 'to', 'ensure', 'i', 'had', 'a', 'smooth', 'change', 'over', 'from', 'my', 'old', 'phone', 'to', 'new', 'phone', '.', 'saved', 'me', 'money', 'and', 'got', 'me', 'a', 'much', 'better', 'phone', '.', 'not', 'pushy', 'at', 'all', 'and', 'would', 'highly', 'recommend', '.', 'great', 'bunch', 'of', 'lads']","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.9459}"
"Would like to thank KI at the barnsley vodafone store for helping me today with my upgrade, talked me through everything and explained everything in detail made me feel so at ease, Ki went above and beyond! If ever I need help in future I will certainly pop into store to see Ki, thank you 😊","['would', 'like', 'to', 'thank', 'ki', 'at', 'the', 'barnsley', 'vodafone', 'store', 'for', 'helping', 'me', 'today', 'with', 'my', 'upgrade', ',', 'talked', 'me', 'through', 'everything', 'and', 'explained', 'everything', 'in', 'detail', 'made', 'me', 'feel', 'so', 'at', 'ease', ',', 'ki', 'went', 'above', 'and', 'beyond', '!', 'if', 'ever', 'i', 'need', 'help', 'in', 'future', 'i', 'will', 'certainly', 'pop', 'into', 'store', 'to', 'see', 'ki', ',', 'thank', 'you', '😊']","{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.942}"
"Jafar was extremely helpful during my visit. He provided me with extensive information concerning available plans, which are extremely attractive. I had never appreciated how much value for money is provided by Vodaphone. He is a very knowledgeable and helpful operative. Hugely appreciated.","['jafar', 'was', 'extremely', 'helpful', 'during', 'my', 'visit', '.', 'he', 'provided', 'me', 'with', 'extensive', 'information', 'concerning', 'available', 'plans', ',', 'which', 'are', 'extremely', 'attractive', '.', 'i', 'had', 'never', 'appreciated', 'how', 'much', 'value', 'for', 'money', 'is', 'provided', 'by', 'vodaphone', '.', 'he', 'is', 'a', 'very', 'knowledgeable', 'and', 'helpful', 'operative', '.', 'hugely', 'appreciated', '.']","{'neg': 0.104, 'neu': 0.671, 'pos': 0.226, 'compound': 0.7488}"
"Amazing experience in Corby store today! We came every 2 years for upgrading and I never had such a good outcome. Andreea, the sales adviser was very knowledgeable and made us laugh! We stayed 3hrs and 30 minutes there because the atmosphere was so good🤣She deserves a salary raise🔝","['amazing', 'experience', 'in', 'corby', 'store', 'today', '!', 'we', 'came', 'every', '2', 'years', 'for', 'upgrading', 'and', 'i', 'never', 'had', 'such', 'a', 'good', 'outcome', '.', 'andreea', ',', 'the', 'sales', 'adviser', 'was', 'very', 'knowledgeable', 'and', 'made', 'us', 'laugh', '!', 'we', 'stayed', '3hrs', 'and', '30', 'minutes', 'there', 'because', 'the', 'atmosphere', 'was', 'so', 'good🤣she', 'deserves', 'a', 'salary', 'raise🔝']","{'neg': 0.046, 'neu': 0.802, 'pos': 0.152, 'compound': 0.7634}"
Went into shop today to purchase a new phone contract. My experience was absolutely excellent. Rado the store manager was excellent. I had to go back in as all my contacts didn't go over to new and Rado helped me again.,"['went', 'into', 'shop', 'today', 'to', 'purchase', 'a', 'new', 'phone', 'contract', '.', 'my', 'experience', 'was', 'absolutely', 'excellent', '.', 'rado', 'the', 'store', 'manager', 'was', 'excellent', '.', 'i', 'had', 'to', 'go', 'back', 'in', 'as', 'all', 'my', 'contacts', 'did', ""n't"", 'go', 'over', 'to', 'new', 'and', 'rado', 'helped', 'me', 'again', '.']","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.8396}"
"Vodafone signal for the past few months has been rubbish, phone struggles to connect to 3g and 4g, when I finally do get a signal it's slow. Am on pay n go, when my data runs out sm getting shut of Vodafone. Its a load of b@llocks. No wonder they give you 40gb you can't use it.","['vodafone', 'signal', 'for', 'the', 'past', 'few', 'months', 'has', 'been', 'rubbish', ',', 'phone', 'struggles', 'to', 'connect', 'to', '3g', 'and', '4g', ',', 'when', 'i', 'finally', 'do', 'get', 'a', 'signal', 'it', ""'s"", 'slow', '.', 'am', 'on', 'pay', 'n', 'go', ',', 'when', 'my', 'data', 'runs', 'out', 'sm', 'getting', 'shut', 'of', 'vodafone', '.', 'its', 'a', 'load', 'of', 'b', '@', 'llocks', '.', 'no', 'wonder', 'they', 'give', 'you', '40gb', 'you', 'ca', ""n't"", 'use', 'it', '.']","{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.6249}"
"I had a really great experience thanks to everything Yaasiin did for me in the store. From setting me up with a great pay as you go plan upon arrival in the UK, to getting me a phone contract that’s as exactly what I needed. I’m so grateful I was able to work with him twice.","['i', 'had', 'a', 'really', 'great', 'experience', 'thanks', 'to', 'everything', 'yaasiin', 'did', 'for', 'me', 'in', 'the', 'store', '.', 'from', 'setting', 'me', 'up', 'with', 'a', 'great', 'pay', 'as', 'you', 'go', 'plan', 'upon', 'arrival', 'in', 'the', 'uk', ',', 'to', 'getting', 'me', 'a', 'phone', 'contract', 'that', '’', 's', 'as', 'exactly', 'what', 'i', 'needed', '.', 'i', '’', 'm', 'so', 'grateful', 'i', 'was', 'able', 'to', 'work', 'with', 'him', 'twice', '.']","{'neg': 0.023, 'neu': 0.719, 'pos': 0.258, 'compound': 0.947}"
"Upgrade from dom in paignton. Amazing service, gave me a couple different options for upgrading and also spoke to me about adding an extra sim to my account for my son. Will be seeing him again when I next upgrade","['upgrade', 'from', 'dom', 'in', 'paignton', '.', 'amazing', 'service', ',', 'gave', 'me', 'a', 'couple', 'different', 'options', 'for', 'upgrading', 'and', 'also', 'spoke', 'to', 'me', 'about', 'adding', 'an', 'extra', 'sim', 'to', 'my', 'account', 'for', 'my', 'son', '.', 'will', 'be', 'seeing', 'him', 'again', 'when', 'i', 'next', 'upgrade']","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5859}"
"Absolutely useless, never ever again.  Instead of understanding the busy nature of business users, Vodafone make the simplest of tasks extremely difficult and drawn out, presumably to stop you contacting them.  The broadband is completely unacceptable, often cutting out making our alarm system and till system lose connection constantly.  Impossible to speak to anyone about it unless you waste an hour speaking to their clown of a chatbot, who happens to be more useful than the staff who you can eventually get through to if you never give up, they have no interest in helping whatsoever.","['absolutely', 'useless', ',', 'never', 'ever', 'again', '.', 'instead', 'of', 'understanding', 'the', 'busy', 'nature', 'of', 'business', 'users', ',', 'vodafone', 'make', 'the', 'simplest', 'of', 'tasks', 'extremely', 'difficult', 'and', 'drawn', 'out', ',', 'presumably', 'to', 'stop', 'you', 'contacting', 'them', '.', 'the', 'broadband', 'is', 'completely', 'unacceptable', ',', 'often', 'cutting', 'out', 'making', 'our', 'alarm', 'system', 'and', 'till', 'system', 'lose', 'connection', 'constantly', '.', 'impossible', 'to', 'speak', 'to', 'anyone', 'about', 'it', 'unless', 'you', 'waste', 'an', 'hour', 'speaking', 'to', 'their', 'clown', 'of', 'a', 'chatbot', ',', 'who', 'happens', 'to', 'be', 'more', 'useful', 'than', 'the', 'staff', 'who', 'you', 'can', 'eventually', 'get', 'through', 'to', 'if', 'you', 'never', 'give', 'up', ',', 'they', 'have', 'no', 'interest', 'in', 'helping', 'whatsoever', '.']","{'neg': 0.203, 'neu': 0.724, 'pos': 0.073, 'compound': -0.9161}"
"Vodaphone is a disgrace. They  avoid where ever possible answering concerns. For a communications company their communications are a joke. I have wasted a whole weekend and half of Monday and Tuesday trying to resolve THEIR mistake as to why they issued me(and I have been paying for) two contracts when I only have one phone! I have spoken to chat bots, humans, even have been talked through a way to resolve the issue by one of their advisors called Connor, The result? I now have no service at all, I cannot receive an OTP to check my online account. They are an absolute disgrace. I think I'll move to Giffgaff.","['vodaphone', 'is', 'a', 'disgrace', '.', 'they', 'avoid', 'where', 'ever', 'possible', 'answering', 'concerns', '.', 'for', 'a', 'communications', 'company', 'their', 'communications', 'are', 'a', 'joke', '.', 'i', 'have', 'wasted', 'a', 'whole', 'weekend', 'and', 'half', 'of', 'monday', 'and', 'tuesday', 'trying', 'to', 'resolve', 'their', 'mistake', 'as', 'to', 'why', 'they', 'issued', 'me', '(', 'and', 'i', 'have', 'been', 'paying', 'for', ')', 'two', 'contracts', 'when', 'i', 'only', 'have', 'one', 'phone', '!', 'i', 'have', 'spoken', 'to', 'chat', 'bots', ',', 'humans', ',', 'even', 'have', 'been', 'talked', 'through', 'a', 'way', 'to', 'resolve', 'the', 'issue', 'by', 'one', 'of', 'their', 'advisors', 'called', 'connor', ',', 'the', 'result', '?', 'i', 'now', 'have', 'no', 'service', 'at', 'all', ',', 'i', 'can', 'not', 'receive', 'an', 'otp', 'to', 'check', 'my', 'online', 'account', '.', 'they', 'are', 'an', 'absolute', 'disgrace', '.', 'i', 'think', 'i', ""'ll"", 'move', 'to', 'giffgaff', '.']","{'neg': 0.144, 'neu': 0.792, 'pos': 0.064, 'compound': -0.8516}"
I had a problem with bvb pay as you go spoke to someone who couldn't help spoke to visshal who spent time chatting and gave 5star service thankyou to you as you said the problem wouldn't happen again so hopefully sorted thankyou kindly good staff :),"['i', 'had', 'a', 'problem', 'with', 'bvb', 'pay', 'as', 'you', 'go', 'spoke', 'to', 'someone', 'who', 'could', ""n't"", 'help', 'spoke', 'to', 'visshal', 'who', 'spent', 'time', 'chatting', 'and', 'gave', '5star', 'service', 'thankyou', 'to', 'you', 'as', 'you', 'said', 'the', 'problem', 'would', ""n't"", 'happen', 'again', 'so', 'hopefully', 'sorted', 'thankyou', 'kindly', 'good', 'staff', ':', ')']","{'neg': 0.16, 'neu': 0.671, 'pos': 0.169, 'compound': 0.3681}"
A very helpful young man helped with getting a sim only contract sorted after many years on phone/IPad contracts. The young man called Kyle was extremely knowledgeable regarding the process. Thank you,"['a', 'very', 'helpful', 'young', 'man', 'helped', 'with', 'getting', 'a', 'sim', 'only', 'contract', 'sorted', 'after', 'many', 'years', 'on', 'phone/ipad', 'contracts', '.', 'the', 'young', 'man', 'called', 'kyle', 'was', 'extremely', 'knowledgeable', 'regarding', 'the', 'process', '.', 'thank', 'you']","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.6801}"
"Useless lying ****s!For months I have been begging for my old plan to disconnect. They keep telling me it will be done. Every month I am billed £30 extra for it, on top of my new plan!Money grabbing **stards! Additionally, I waited over a month for my new plan to start due to more incompetence!How hard can it be!?","['useless', 'lying', '*', '*', '*', '*', 's', '!', 'for', 'months', 'i', 'have', 'been', 'begging', 'for', 'my', 'old', 'plan', 'to', 'disconnect', '.', 'they', 'keep', 'telling', 'me', 'it', 'will', 'be', 'done', '.', 'every', 'month', 'i', 'am', 'billed', '£30', 'extra', 'for', 'it', ',', 'on', 'top', 'of', 'my', 'new', 'plan', '!', 'money', 'grabbing', '*', '*', 'stards', '!', 'additionally', ',', 'i', 'waited', 'over', 'a', 'month', 'for', 'my', 'new', 'plan', 'to', 'start', 'due', 'to', 'more', 'incompetence', '!', 'how', 'hard', 'can', 'it', 'be', '!', '?']","{'neg': 0.19, 'neu': 0.783, 'pos': 0.027, 'compound': -0.8962}"
Would like to thank Chantelle and Ewan for their due diligence in spotting an error with my recent broadband deal that I was sold. Excellent service in identifying and putting right a costly problem.I can't thank Chantelle and team enough.,"['would', 'like', 'to', 'thank', 'chantelle', 'and', 'ewan', 'for', 'their', 'due', 'diligence', 'in', 'spotting', 'an', 'error', 'with', 'my', 'recent', 'broadband', 'deal', 'that', 'i', 'was', 'sold', '.', 'excellent', 'service', 'in', 'identifying', 'and', 'putting', 'right', 'a', 'costly', 'problem.i', 'ca', ""n't"", 'thank', 'chantelle', 'and', 'team', 'enough', '.']","{'neg': 0.085, 'neu': 0.683, 'pos': 0.232, 'compound': 0.7964}"
We went into the metro store and was served by Sohaib he was very helpful and was reassuring us with the hand over and getting to know the new phones Samsung 23 UltraWe even got a good trade in We left the store very happy Delphine,"['we', 'went', 'into', 'the', 'metro', 'store', 'and', 'was', 'served', 'by', 'sohaib', 'he', 'was', 'very', 'helpful', 'and', 'was', 'reassuring', 'us', 'with', 'the', 'hand', 'over', 'and', 'getting', 'to', 'know', 'the', 'new', 'phones', 'samsung', '23', 'ultrawe', 'even', 'got', 'a', 'good', 'trade', 'in', 'we', 'left', 'the', 'store', 'very', 'happy', 'delphine']","{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.9421}"
Ben and the Richard gave exceptional service today. Sorted an issue that have been a problem for a few months unable to send or receive text messages. Solved with  patience and friendly attitude.Many thanks for your support. Marie,"['ben', 'and', 'the', 'richard', 'gave', 'exceptional', 'service', 'today', '.', 'sorted', 'an', 'issue', 'that', 'have', 'been', 'a', 'problem', 'for', 'a', 'few', 'months', 'unable', 'to', 'send', 'or', 'receive', 'text', 'messages', '.', 'solved', 'with', 'patience', 'and', 'friendly', 'attitude.many', 'thanks', 'for', 'your', 'support', '.', 'marie']","{'neg': 0.061, 'neu': 0.695, 'pos': 0.244, 'compound': 0.802}"
I don't like them. Their shop would not help me to set up my new phone or move files from the old phone. The average rating of 3.1 is clearly incorrect. 78% of reviews are just one star!,"['i', 'do', ""n't"", 'like', 'them', '.', 'their', 'shop', 'would', 'not', 'help', 'me', 'to', 'set', 'up', 'my', 'new', 'phone', 'or', 'move', 'files', 'from', 'the', 'old', 'phone', '.', 'the', 'average', 'rating', 'of', '3.1', 'is', 'clearly', 'incorrect', '.', '78', '%', 'of', 'reviews', 'are', 'just', 'one', 'star', '!']","{'neg': 0.11, 'neu': 0.826, 'pos': 0.064, 'compound': -0.2406}"
"This is the second review i have written in 2 weeks because it would seem it is the only way to get through to Vodafone. Please would someone look at my Broadband account and contact me. I have rung you so many times and i keep being told you give me a call back but you just dont bother, in fact every time i ring someone lies to me . The last time one of your colleagues admitted that you had made a mess of my account but told me not to worry because you DEFINITELY wont take any money from me thru the Direct Debit and then you took £25. BAD CUSTOMER SERVICE IS NOT GOOD BUT WHEN YOU LIE TO ME ON EVERY SINGLE PHONECALL I HAVE WITH YOU THAT IS UNNACCEPTABLE. PLEASE CONTACT ME.","['this', 'is', 'the', 'second', 'review', 'i', 'have', 'written', 'in', '2', 'weeks', 'because', 'it', 'would', 'seem', 'it', 'is', 'the', 'only', 'way', 'to', 'get', 'through', 'to', 'vodafone', '.', 'please', 'would', 'someone', 'look', 'at', 'my', 'broadband', 'account', 'and', 'contact', 'me', '.', 'i', 'have', 'rung', 'you', 'so', 'many', 'times', 'and', 'i', 'keep', 'being', 'told', 'you', 'give', 'me', 'a', 'call', 'back', 'but', 'you', 'just', 'dont', 'bother', ',', 'in', 'fact', 'every', 'time', 'i', 'ring', 'someone', 'lies', 'to', 'me', '.', 'the', 'last', 'time', 'one', 'of', 'your', 'colleagues', 'admitted', 'that', 'you', 'had', 'made', 'a', 'mess', 'of', 'my', 'account', 'but', 'told', 'me', 'not', 'to', 'worry', 'because', 'you', 'definitely', 'wont', 'take', 'any', 'money', 'from', 'me', 'thru', 'the', 'direct', 'debit', 'and', 'then', 'you', 'took', '£25', '.', 'bad', 'customer', 'service', 'is', 'not', 'good', 'but', 'when', 'you', 'lie', 'to', 'me', 'on', 'every', 'single', 'phonecall', 'i', 'have', 'with', 'you', 'that', 'is', 'unnacceptable', '.', 'please', 'contact', 'me', '.']","{'neg': 0.1, 'neu': 0.796, 'pos': 0.104, 'compound': -0.3391}"
